currentState,packetSize,interArrivalTime
online video games,[118.37356441],[0.010363]
online video games,[338.19716274],[0.0095998]
online video games,[369.79248165],[0.00280974]
online video games,[55.55055172],[0.01355502]
online video games,[92.06187853],[0.00023472]
online video games,[108.13226341],[0.00376635]
online video games,[117.77067968],[0.00362468]
online video games,[100.75602833],[0.0347881]
online video games,[116.91392014],[0.0081701]
online video games,[164.9977631],[0.0104174]
online video games,[118.75494682],[0.00187153]
online video games,[132.70109361],[0.02689529]
online video games,[113.94322908],[0.00298048]
online video games,[115.01135007],[0.04187945]
online video games,[149.12470557],[0.00704736]
online video games,[127.82832669],[7.36060352e-05]
online video games,[276.92828968],[0.05987227]
online video games,[111.17596572],[0.00628897]
online video games,[157.00324018],[0.00179213]
online video games,[100.82863324],[0.02000773]
online video games,[165.60158793],[0.00932277]
online video games,[381.85694609],[0.00141205]
online video games,[116.09851318],[0.00544926]
online video games,[121.94465167],[0.00246998]
online video games,[644.24535065],[0.00732946]
online video games,[106.93474275],[0.0048038]
online video games,[337.68566192],[0.0116763]
online video games,[114.43686208],[0.00181154]
online video games,[114.4605144],[0.00150306]
online video games,[116.7921867],[0.00352684]
online video games,[114.27184855],[0.01861581]
online video games,[312.8738887],[0.00222324]
online video games,[369.97991004],[0.01066088]
online video games,[338.98563019],[0.00141794]
online video games,[170.37161196],[0.00176256]
online video games,[91.11767746],[0.00531675]
online video games,[56.1086061],[0.00617768]
online video games,[114.51331113],[0.00996933]
online video games,[260.53560304],[3.46203689e-05]
online video games,[107.13956763],[0.00522957]
online video games,[106.33668587],[0.01060324]
online video games,[90.41172984],[0.00682339]
online video games,[186.26996479],[0.00073511]
online video games,[121.57511769],[0.02355794]
online video games,[115.16730716],[0.0186491]
online video games,[113.50519007],[0.00339319]
online video games,[73.69944457],[0.00625201]
online video games,[114.30045951],[0.01683895]
online video games,[164.98044924],[0.00468679]
online video games,[111.7411391],[0.01712328]
online video games,[108.1322436],[0.01068579]
online video games,[136.4099486],[0.00565369]
online video games,[126.75583957],[0.00182839]
online video games,[122.06035957],[0.00526857]
online video games,[113.42645617],[0.03391704]
online video games,[113.23876695],[0.01891241]
online video games,[119.3608623],[0.00672652]
online video games,[113.9059786],[0.01631084]
online video games,[96.31431614],[0.01098044]
online video games,[115.00198333],[0.01723324]
online video games,[107.51291143],[0.00035181]
online video games,[117.01991568],[0.00994551]
online video games,[152.06574165],[0.00765229]
online video games,[108.84886019],[0.00278069]
online video games,[161.83964285],[0.00122135]
online video games,[474.09829939],[0.0096658]
online video games,[102.06111426],[0.00014645]
online video games,[179.90445686],[0.01331136]
online video games,[115.33162149],[0.00495353]
online video games,[97.06397789],[0.00681646]
online video games,[108.04569477],[0.00256317]
online video games,[116.11737427],[0.00091712]
online video games,[378.92386038],[0.01073177]
online video games,[306.54524414],[0.00465147]
online video games,[112.57565019],[0.0102767]
online video games,[351.2647821],[0.00670619]
online video games,[156.19784141],[0.01033719]
online video games,[163.89312181],[0.00442513]
online video games,[91.68026327],[0.00559319]
online video games,[161.25880324],[0.00501162]
online video games,[114.88644327],[0.00648161]
online video games,[115.44226124],[0.00446122]
online video games,[113.01402007],[0.00724068]
online video games,[82.80988347],[0.0009867]
online video games,[130.8626659],[0.00850561]
online video games,[112.81969565],[0.00099554]
online video games,[116.3061611],[0.0232287]
online video games,[117.62978643],[0.00195073]
online video games,[202.27068445],[0.00319073]
online video games,[120.76207994],[0.00852214]
online video games,[110.442888],[0.00932219]
online video games,[90.04422225],[0.01321108]
online video games,[113.56733654],[0.00240071]
online video games,[177.60123561],[0.00210904]
online video games,[81.72727321],[0.00638992]
online video games,[142.71382],[0.00424409]
online video games,[93.18050138],[0.00683464]
online video games,[110.93155893],[0.00614192]
online video games,[64.93857705],[0.00143542]
online video games,[74.87568764],[0.01726031]
online video games,[211.53270817],[0.00590589]
online video games,[522.6168442],[0.00596729]
online video games,[262.25863724],[0.00351846]
online video games,[80.97089626],[0.00279708]
online video games,[482.40170504],[0.00431379]
online video games,[85.58221923],[0.00138047]
online video games,[88.5639454],[0.00558644]
online video games,[127.20808128],[0.01831586]
online video games,[82.44294445],[0.0005884]
online video games,[70.97391893],[0.00480082]
online video games,[175.38378059],[0.01542029]
online video games,[114.84932811],[0.00220308]
online video games,[114.08675218],[0.00804145]
online video games,[290.96325166],[0.01697012]
online video games,[112.03655605],[0.01605947]
online video games,[114.88757693],[0.00347925]
online video games,[114.64222036],[0.02076162]
online video games,[238.69845518],[0.01880095]
online video games,[113.47334294],[0.01674478]
online video games,[113.04567438],[0.00195592]
online video games,[113.45792905],[0.00867397]
online video games,[146.97596994],[0.00770322]
online video games,[121.37691139],[0.00022255]
online video games,[126.43816565],[0.00391843]
online video games,[115.03461935],[0.01599848]
online video games,[114.35065469],[0.02298741]
online video games,[89.56650693],[0.02870851]
online video games,[114.07599633],[0.00641258]
online video games,[125.15938542],[0.00355199]
online video games,[114.96076455],[0.00133162]
online video games,[114.36725893],[0.03298253]
online video games,[215.79634752],[0.00188971]
online video games,[126.93689801],[0.00271193]
online video games,[113.45676526],[0.00236553]
online video games,[117.3818985],[0.02662179]
online video games,[195.56817165],[0.00254501]
online video games,[101.78129293],[0.00172283]
online video games,[114.95711002],[0.00304565]
online video games,[110.79783974],[0.00123069]
online video games,[125.28899945],[0.00898458]
online video games,[110.7119432],[0.01920471]
online video games,[400.27744915],[0.0223089]
online video games,[83.21108158],[0.02490251]
online video games,[56.34550997],[0.00270425]
online video games,[215.30155028],[0.00494361]
online video games,[116.9410587],[0.00198459]
online video games,[219.10482144],[0.00023316]
online video games,[68.28059946],[0.00216313]
online video games,[114.95481007],[0.00434903]
online video games,[116.45681433],[0.00152943]
online video games,[106.52602635],[0.00215443]
online video games,[90.17541994],[0.01771427]
online video games,[182.53157965],[0.0324677]
online video games,[66.30257076],[0.00113123]
online video games,[146.1140534],[0.00834319]
online video games,[366.43703366],[0.00799137]
online video games,[135.79429355],[0.00313382]
online video games,[546.12554526],[0.00475268]
online video games,[123.33700106],[0.00375522]
online video games,[118.02510463],[0.00513488]
online video games,[115.58212542],[0.00536102]
online video games,[136.19343823],[0.02132704]
online video games,[112.16760143],[0.00051803]
online video games,[144.31243566],[0.01296721]
online video games,[115.17845457],[0.00650977]
online video games,[117.80261675],[0.00255363]
online video games,[96.62645004],[0.00917263]
online video games,[116.41925157],[0.00050803]
online video games,[98.39119116],[0.00385683]
online video games,[116.21620294],[0.013513]
online video games,[111.52359297],[0.00488024]
online video games,[108.12898074],[4.72497681e-05]
online video games,[672.25828881],[0.02203939]
online video games,[142.56330287],[0.00013571]
online video games,[117.16978152],[0.01258004]
online video games,[119.26638411],[0.0391266]
online video games,[541.04015964],[0.00387045]
online video games,[119.40884666],[0.00297006]
online video games,[112.74466289],[0.01021897]
online video games,[87.04086415],[0.0204973]
online video games,[147.10926741],[0.00298142]
online video games,[610.78611352],[0.01188469]
online video games,[118.65490827],[0.00426631]
online video games,[117.81239893],[0.0008322]
online video games,[146.84464451],[0.00169742]
online video games,[140.69529401],[0.0043976]
online video games,[127.10250946],[0.00493957]
online video games,[93.0721739],[0.00939403]
online video games,[140.15453466],[0.00493519]
online video games,[47.86347575],[0.01664953]
online video games,[50.66921811],[0.01542797]
online video games,[114.15666379],[0.01753382]
online video games,[137.0343789],[0.00374095]
online video games,[121.05711831],[0.00966718]
online video games,[101.14993442],[0.01406797]
online video games,[115.14981424],[0.01195542]
online video games,[137.35051242],[0.01140002]
online video games,[115.38737413],[0.04810351]
online video games,[111.7707817],[0.00556149]
online video games,[114.983453],[0.00264137]
online video games,[228.5664953],[0.00036892]
online video games,[113.61865524],[0.0091913]
online video games,[120.39119126],[0.00241904]
online video games,[158.44902078],[0.0155325]
online video games,[114.87037004],[0.00808037]
online video games,[116.83161245],[0.01408519]
online video games,[242.21493568],[0.00073514]
online video games,[115.32822759],[0.01354536]
online video games,[493.72537282],[0.0024938]
online video games,[134.17974267],[0.00825353]
online video games,[45.54813176],[0.00356817]
online video games,[114.43976818],[0.00742403]
online video games,[103.3773286],[0.01086864]
online video games,[105.84421332],[0.00898564]
online video games,[116.20160939],[0.00412658]
online video games,[111.09792596],[0.01231766]
online video games,[202.31074979],[0.00442395]
online video games,[113.33685264],[0.00139106]
online video games,[122.48006624],[0.0053952]
online video games,[117.02693209],[0.01001678]
online video games,[115.3650647],[0.01021708]
online video games,[139.0297577],[0.02356161]
online video games,[115.00076814],[0.00092608]
online video games,[87.95437196],[0.00246985]
online video games,[113.29943596],[0.02338101]
online video games,[119.85430396],[0.004763]
online video games,[330.52967333],[0.00576626]
online video games,[299.72990219],[0.00275188]
online video games,[48.09734226],[0.00702102]
online video games,[101.55954875],[0.01555996]
